OTU	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj	baseSum	proportionMean	proportionSum	Kingdom	Phylum	Class	Order	Family	Genus
Otu6871	0.580233334464271	0.409586724316658	1.51003869245495	0.27124253594507	0.786204499812446	NA	57548.3702877186	0.00100825328599809	100	Bacteria	Proteobacteria	Gammaproteobacteria	Legionellales	Legionellaceae	Legionella
Otu1315	2.37286171061192	0.408561496482105	0.828466805407077	0.493153731465866	0.621903967552852	0.832497653672564	57548.3702877186	0.00412324745035971	100	Bacteria	WPS-2	NA	NA	NA	NA
Otu760	14.4258518816679	0.407936568602522	0.48902619409815	0.834181427346298	0.404178755371431	0.676018329324293	57548.3702877186	0.0250673508381636	100	Archaea	Thaumarchaeota	Group 1.1c	Ambiguous_taxa	Ambiguous_taxa	Ambiguous_taxa
Otu4799	0.856101091417825	0.405009786864124	1.24981816690353	0.324054968625996	0.745896418662901	NA	57548.3702877186	0.00148762004403889	100	Bacteria	Proteobacteria	Alphaproteobacteria	Paracaedibacterales	Paracaedibacteraceae	Candidatus Paracaedibacter
Otu2277	2.4024368052206	0.404770328075462	0.78345531437318	0.51664762577979	0.605402163108467	0.820648538159668	57548.3702877186	0.00417463916564341	100	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Novosphingobium
Otu1121	2.26013818714715	0.404383808071705	0.759858876236273	0.532182778563693	0.594599409315507	0.81537164787019	57548.3702877186	0.0039273713153776	100	Bacteria	Planctomycetes	Planctomycetacia	Gemmatales	Gemmataceae	uncultured
Otu1432	2.00839046145651	0.403251155390376	0.991908459750087	0.406540695793617	0.684345361595533	0.864590499660309	57548.3702877186	0.00348991717995725	100	Bacteria	Actinobacteria	Acidimicrobiia	Microtrichales	Ilumatobacteraceae	uncultured
Otu4269	1.26512189061431	0.402546247815846	1.00470298126306	0.400661942208818	0.688669034254626	NA	57548.3702877186	0.002198362671765	100	Bacteria	Planctomycetes	Planctomycetacia	Gemmatales	Gemmataceae	uncultured
Otu577	19.5379488402729	0.401530456574657	0.665086896385827	0.603726308181124	0.546025620210695	0.782447590132413	57548.3702877186	0.0339504815559347	100	Bacteria	Acidobacteria	Acidobacteriia	Acidobacteriales	NA	NA
Otu146	55.5909904757584	0.400625063192474	0.42387420399015	0.945150847636352	0.344581869115171	0.629421990024616	57548.3702877186	0.096598722427457	100	Bacteria	Verrucomicrobia	Verrucomicrobiae	Opitutales	Opitutaceae	Lacunisphaera
Otu2770	1.65721285672632	0.398873687870307	0.923043159368896	0.432128967992163	0.665647681786171	0.856988423924283	57548.3702877186	0.00287968685896911	100	Bacteria	Planctomycetes	Planctomycetacia	Gemmatales	Gemmataceae	uncultured
Otu2945	2.71363014403255	0.398606679954511	1.09479961476289	0.364090993986001	0.715790061734517	0.884431699315947	57548.3702877186	0.00471539008049314	100	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Magnetospirillaceae	NA
Otu928	5.90277824050075	0.39848970123815	0.528156083196225	0.754492306188396	0.450553663515424	0.712128141257536	57548.3702877186	0.0102570728084727	100	Bacteria	Proteobacteria	Alphaproteobacteria	Caulobacterales	Caulobacteraceae	uncultured
Otu3208	2.56335678563007	0.398029299316326	0.846586387160487	0.470157925231169	0.638242191968733	0.841627714326664	57548.3702877186	0.00445426477381431	100	Bacteria	Planctomycetes	Planctomycetacia	Gemmatales	Gemmataceae	uncultured
Otu2039	1.27734641317444	0.397956082334475	1.1669738701013	0.341015418194352	0.733091974675002	NA	57548.3702877186	0.00221960484161102	100	Bacteria	Gemmatimonadetes	Gemmatimonadetes	Gemmatimonadales	Gemmatimonadaceae	Gemmatimonas
Otu1990	4.94869678989783	0.397698890347892	0.576341266596692	0.690040629393611	0.490168637371651	0.740587697949486	57548.3702877186	0.00859919536410213	100	Bacteria	Planctomycetes	Planctomycetacia	Gemmatales	Gemmataceae	uncultured
Otu4737	1.07543652888323	0.397525734991604	1.20191236933355	0.330744358020067	0.740837593315946	NA	57548.3702877186	0.00186875236172021	100	Bacteria	Proteobacteria	Deltaproteobacteria	Oligoflexales	0319-6G20	NA
Otu1316	4.4167631120299	0.394044361650914	0.56828398077751	0.693393400095131	0.488062702963669	0.738853160747225	57548.3702877186	0.00767487087809415	100	Bacteria	Planctomycetes	Planctomycetacia	Gemmatales	Gemmataceae	uncultured
Otu232	44.0633669644488	0.392191713656379	0.346313363613851	1.13247640681197	0.257434197926949	0.53769352985648	57548.3702877186	0.0765675322240225	100	Bacteria	Proteobacteria	Deltaproteobacteria	Myxococcales	Haliangiaceae	Haliangium
Otu260	38.6120681751996	0.39154490649638	0.398568032394298	0.982379103874116	0.32591311690318	0.612872474813948	57548.3702877186	0.0670949811126793	100	Bacteria	Verrucomicrobia	Verrucomicrobiae	Pedosphaerales	Pedosphaeraceae	NA
Otu1534	1.69533507068018	0.391264852578298	0.958377652280451	0.408257487690043	0.683084646737566	0.863766984245855	57548.3702877186	0.002945930635749	100	Bacteria	Proteobacteria	Alphaproteobacteria	Acetobacterales	Acetobacteraceae	Acidiphilium
Otu2702	3.35340193129032	0.390352922415432	0.689344854691943	0.566266535187057	0.571212605868199	0.801828096696129	57548.3702877186	0.00582710147051022	100	Bacteria	Proteobacteria	Gammaproteobacteria	Diplorickettsiales	Diplorickettsiaceae	uncultured
Otu3978	0.761752603408455	0.390221419901561	1.30777058635946	0.298386753740845	0.765407997845143	NA	57548.3702877186	0.00132367363245909	100	Bacteria	Proteobacteria	Deltaproteobacteria	Oligoflexales	0319-6G20	NA
Otu2310	1.96526675636265	0.388870713723705	0.91450424796808	0.425225705170565	0.670672147233759	0.857895096726629	57548.3702877186	0.00341498246872519	100	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	uncultured	NA
Otu997	7.70985411423889	0.386864368249988	0.583441458369037	0.66307315447112	0.507283703040178	0.752003479381169	57548.3702877186	0.0133971719367425	100	Bacteria	Proteobacteria	Alphaproteobacteria	Elsterales	uncultured	NA
Otu585	24.9247673726011	0.383838834584671	0.36044240868636	1.06491030282363	0.286916522248616	0.571231039099301	57548.3702877186	0.0433109873450583	100	Bacteria	Acidobacteria	Acidobacteriia	Subgroup 12	uncultured bacterium	uncultured bacterium
Otu5113	0.826805981777202	0.382414689798444	1.2481632278679	0.306381954907999	0.759313846068631	NA	57548.3702877186	0.00143671484986196	100	Bacteria	Armatimonadetes	Armatimonadia	Armatimonadales	Ambiguous_taxa	Ambiguous_taxa
Otu4760	1.61849074534785	0.382128276746185	0.941586001292742	0.405834704659527	0.68486405713692	0.864782865084607	57548.3702877186	0.00281240065922988	100	Bacteria	Proteobacteria	Gammaproteobacteria	Diplorickettsiales	Diplorickettsiaceae	uncultured
Otu75	183.37980131834	0.381904397894306	0.327281439728132	1.16689904020084	0.243251143576856	0.521884271673981	57548.3702877186	0.318653335275204	100	Bacteria	Planctomycetes	Planctomycetacia	Isosphaerales	Isosphaeraceae	Ambiguous_taxa
Otu937	3.32397539028048	0.380413999267443	0.755347908931992	0.503627526824455	0.614523145217965	0.82636730638997	57548.3702877186	0.00577596789216087	100	Bacteria	Proteobacteria	Gammaproteobacteria	Diplorickettsiales	Diplorickettsiaceae	uncultured
Otu267	38.0687021405516	0.377523035414975	0.301522860503821	1.25205443721303	0.210550028516908	0.484705182876077	57548.3702877186	0.0661507909784821	100	Bacteria	Planctomycetes	Planctomycetacia	Gemmatales	Gemmataceae	uncultured
Otu712	9.26718352683685	0.377519538138845	0.567917475486461	0.664743654552052	0.506214466982382	0.750890095586688	57548.3702877186	0.0161032944642996	100	Bacteria	Chloroflexi	Anaerolineae	SBR1031	uncultured bacterium	uncultured bacterium
Otu7107	1.08647712573698	0.377420414515699	1.13087253337014	0.333742666285244	0.738573750667299	NA	57548.3702877186	0.00188793726095984	100	Bacteria	Dependentiae	Babeliae	Babeliales	Vermiphilaceae	uncultured bacterium
Otu3946	2.49684093524096	0.376549983010922	1.00962084163125	0.372961776821612	0.709176892401265	0.881702599179779	57548.3702877186	0.0043386822646024	100	Bacteria	Patescibacteria	Parcubacteria	NA	NA	NA
Otu1561	1.64208946709623	0.375952031523307	1.3482441198515	0.278845667478019	0.780363266266182	0.91216310469945	57548.3702877186	0.00285340741864009	100	Bacteria	Dependentiae	Babeliae	Babeliales	NA	NA
Otu1753	0.68464400597247	0.373279089641791	1.34964798363977	0.276575147124751	0.782106350251449	NA	57548.3702877186	0.00118968443858536	100	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	KF-JG30-B3	NA
Otu52	269.674714846871	0.373230158830952	0.277727648387678	1.34387109456946	0.17899007461072	0.439559392384285	57548.3702877186	0.468605302806329	100	Bacteria	Proteobacteria	Alphaproteobacteria	Acetobacterales	Acetobacteraceae	NA
Otu618	14.5704171825721	0.372640726969214	0.411608967450542	0.905327037156908	0.365292156888415	0.645276564563369	57548.3702877186	0.0253185574321669	100	Bacteria	Verrucomicrobia	Verrucomicrobiae	Pedosphaerales	Pedosphaeraceae	NA
Otu827	5.95289765678962	0.369951092304627	0.588102915099957	0.629058422949236	0.529310808699847	0.771571036770623	57548.3702877186	0.0103441637478656	100	Bacteria	Planctomycetes	Planctomycetacia	Isosphaerales	Isosphaeraceae	Singulisphaera
Otu979	9.82995381138736	0.369893103851063	0.533170097375241	0.693761907638895	0.487831534934195	0.738853160747225	57548.3702877186	0.0170812027555977	100	Bacteria	Proteobacteria	Deltaproteobacteria	Myxococcales	Blfdi19	Ambiguous_taxa
Otu7671	8.3211473952067	0.369770709346662	0.60981201561568	0.606368355948731	0.544270176569478	0.781312418919688	57548.3702877186	0.0144593971186401	100	Bacteria	Actinobacteria	Acidimicrobiia	Microtrichales	NA	NA
Otu752	21.5899468050028	0.369696036614551	0.318947540182356	1.15911236187362	0.246410387627704	0.527159449369448	57548.3702877186	0.0375161741280627	100	Bacteria	Planctomycetes	Planctomycetacia	Pirellulales	Pirellulaceae	uncultured
Otu156	23.8269311471258	0.369325766999579	0.47910629704676	0.770863938287026	0.440787584040968	0.70735785668148	57548.3702877186	0.0414033117323752	100	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Xanthobacteraceae	GAS113
Otu4653	0.467645828672308	0.369066085704292	1.52755144020261	0.24160632237389	0.809085222663672	NA	57548.3702877186	0.000812613504664454	100	Bacteria	Chlamydiae	Chlamydiae	Chlamydiales	NA	NA
Otu3919	2.90561329882966	0.366240020911867	0.704304812116413	0.520002156184802	0.603062072266256	0.819358946775108	57548.3702877186	0.0050489931935566	100	Bacteria	Planctomycetes	Planctomycetacia	Isosphaerales	Isosphaeraceae	Singulisphaera
Otu401	15.7019040061284	0.364952090238717	0.5063991684648	0.720680666489058	0.47110601019416	0.730492893599355	57548.3702877186	0.0272847066348277	100	Bacteria	Acidobacteria	Acidobacteriia	Acidobacteriales	Acidobacteriaceae (Subgroup 1)	Granulicella
Otu226	36.2333494626976	0.362623669175509	0.585416198888252	0.619428826643606	0.535633895724305	0.774094301230471	57548.3702877186	0.062961556133641	100	Bacteria	Planctomycetes	OM190	uncultured bacterium	uncultured bacterium	uncultured bacterium
Otu4085	0.889229072553847	0.361987217711918	1.18252839146839	0.306112918999284	0.759518671847503	NA	57548.3702877186	0.00154518549892562	100	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	SM2D12	NA
Otu2488	0.916997479299366	0.361558759818675	1.37335609151505	0.263266578895656	0.792345117480209	NA	57548.3702877186	0.00159343778931488	100	Bacteria	Proteobacteria	Alphaproteobacteria	Acetobacterales	Acetobacteraceae	NA
Otu2602	4.71880579463421	0.361418163710075	0.59417308877898	0.60827083982007	0.543007857780622	0.779974768327613	57548.3702877186	0.00819972098435123	100	Bacteria	Proteobacteria	Deltaproteobacteria	Myxococcales	Archangiaceae	Anaeromyxobacter
Otu1060	9.04351580911604	0.360788764494571	0.42481013486291	0.849294154931123	0.395717632480865	0.669341636121512	57548.3702877186	0.0157146340789533	100	Bacteria	Verrucomicrobia	Verrucomicrobiae	Pedosphaerales	Pedosphaeraceae	ADurb.Bin063-1
Otu3383	9.38799785507003	0.359954909727823	0.596266510263407	0.60368124577181	0.546055585147493	0.782447590132413	57548.3702877186	0.0163132297372347	100	Bacteria	Chloroflexi	TK10	NA	NA	NA
Otu4189	13.1742537301474	0.359442119582954	0.529233727486005	0.679174627230194	0.497027221865053	0.745225059467297	57548.3702877186	0.0228924879441093	100	Bacteria	Proteobacteria	Gammaproteobacteria	Betaproteobacteriales	Burkholderiaceae	Burkholderia-Caballeronia-Paraburkholderia
Otu1742	11.6940086889877	0.358025480487832	0.620105501623259	0.577362206190115	0.563694799491699	0.79659863880264	57548.3702877186	0.0203203125136687	100	Bacteria	Verrucomicrobia	Verrucomicrobiae	Methylacidiphilales	Methylacidiphilaceae	uncultured
Otu6409	0.984956496683306	0.357756331594795	1.23591726039661	0.289466247505912	0.772224605399536	NA	57548.3702877186	0.00171152804459782	100	Bacteria	NA	NA	NA	NA	NA
Otu58	91.5092014427395	0.356295023968596	0.330154282023429	1.07917735243341	0.28050867363726	0.562925569544161	57548.3702877186	0.159012672270701	100	Bacteria	Acidobacteria	Acidobacteriia	Acidobacteriales	Acidobacteriaceae (Subgroup 1)	Edaphobacter
Otu1670	4.04607429973634	0.35584503418521	0.762013314539646	0.466980074226375	0.640514134142612	0.842459425506974	57548.3702877186	0.00703073654302911	100	Bacteria	Bacteroidetes	Bacteroidia	Chitinophagales	NA	NA
Otu32	463.248807643528	0.355145109707839	0.2335436168698	1.5206800103033	0.128340157450869	0.370272336899819	57548.3702877186	0.804972938985885	100	Bacteria	Verrucomicrobia	Verrucomicrobiae	Chthoniobacterales	Xiphinematobacteraceae	Candidatus Xiphinematobacter
Otu399	18.9682586406347	0.355085409882367	0.428344513172737	0.828971538008644	0.407120512867049	0.678055401945423	57548.3702877186	0.0329605487449968	100	Bacteria	Elusimicrobia	Elusimicrobia	Lineage IV	uncultured bacterium	uncultured bacterium
Otu4722	2.19156219081422	0.354241460613961	0.993777566759882	0.356459506093432	0.72149647250632	0.886182253344826	57548.3702877186	0.00380820895510559	100	Bacteria	Proteobacteria	Deltaproteobacteria	Oligoflexales	0319-6G20	NA
Otu5067	1.40116793195725	0.353028373394156	0.928606877410152	0.380169888875622	0.703819309392384	NA	57548.3702877186	0.0024347656153458	100	Bacteria	Proteobacteria	Alphaproteobacteria	Paracaedibacterales	Paracaedibacteraceae	Candidatus Paracaedibacter
Otu4863	8.3135374368992	0.352576740948802	0.458087672515886	0.769670877656231	0.441495149343938	0.70735785668148	57548.3702877186	0.0144461735325169	100	Bacteria	Planctomycetes	Planctomycetacia	Gemmatales	Gemmataceae	uncultured
Otu1422	3.20597849688208	0.352330054044009	1.05980975804829	0.332446508789322	0.739552124635145	0.89642681773957	57548.3702877186	0.00557092838746515	100	Bacteria	Armatimonadetes	Fimbriimonadia	Fimbriimonadales	Fimbriimonadaceae	NA
Otu1	1384.51558249918	0.351675895492441	0.287368345568227	1.22378091016621	0.22103488759403	0.497275819563309	57548.3702877186	2.40582934942755	100	Bacteria	Acidobacteria	Acidobacteriia	Subgroup 2	Ambiguous_taxa	Ambiguous_taxa
Otu1272	2.57134725074655	0.351546062110698	0.983042999622028	0.35761005596486	0.72063515178134	0.886182253344826	57548.3702877186	0.00446814955469782	100	Bacteria	Actinobacteria	Actinobacteria	Micrococcales	Cellulomonadaceae	Cellulomonas
Otu636	11.9350799741271	0.350271994130591	0.838620489055607	0.417676408699531	0.676183723048504	0.860266084309687	57548.3702877186	0.0207392145328469	100	Bacteria	Acidobacteria	Acidobacteriia	Subgroup 2	NA	NA
Otu497	6.82230033782589	0.350148414256696	0.67560459230032	0.518274177303177	0.60426698697994	0.82005180521717	57548.3702877186	0.0118548975474321	100	Bacteria	Bacteroidetes	Ignavibacteria	OPB56	NA	NA
Otu6074	26.8006737849836	0.349361216667043	0.787780311560541	0.443475435397696	0.65742188322827	0.854763521014577	57548.3702877186	0.0465706911437996	100	Bacteria	Proteobacteria	Gammaproteobacteria	Betaproteobacteriales	A21b	NA
Otu34	280.770152448921	0.348391756336325	0.433334363815048	0.803979064270615	0.421409066069334	0.690196317928978	57548.3702877186	0.487885497096067	100	Bacteria	Acidobacteria	Acidobacteriia	Subgroup 2	uncultured forest soil bacterium	uncultured forest soil bacterium
Otu775	17.7845700701591	0.348251906296751	0.430583911679554	0.808789870802058	0.418636023539985	0.687857228825649	57548.3702877186	0.0309036902022481	100	Bacteria	Proteobacteria	Alphaproteobacteria	Azospirillales	Inquilinaceae	Inquilinus
Otu3301	0.951188787673134	0.348182273854398	1.37251237615982	0.253682429318841	0.799740909476181	NA	57548.3702877186	0.00165285095462751	100	Bacteria	Proteobacteria	Deltaproteobacteria	Myxococcales	Sandaracinaceae	uncultured
Otu5280	0.653705128897179	0.347225938331646	1.29078058712489	0.2690046176671	0.787926129222989	NA	57548.3702877186	0.00113592292123811	100	Bacteria	Dependentiae	Babeliae	Babeliales	Vermiphilaceae	NA
Otu2979	9.58866714766949	0.343368780006271	0.758422903144007	0.452740520602492	0.65073559788397	0.849881577756595	57548.3702877186	0.0166619264798117	100	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas
Otu5714	0.92817140979515	0.343052169382564	1.1766706324442	0.291544770408666	0.770634708365441	NA	57548.3702877186	0.0016128543782468	100	Bacteria	Proteobacteria	Gammaproteobacteria	Diplorickettsiales	Diplorickettsiaceae	uncultured
Otu2565	3.12806714606962	0.342754758425925	0.896527495400943	0.382313716181833	0.702228682007363	0.87639327844388	57548.3702877186	0.0054355442742002	100	Bacteria	Proteobacteria	Deltaproteobacteria	Bdellovibrionales	Bdellovibrionaceae	Bdellovibrio
Otu1661	1.940117311808	0.340191954308422	0.843083781052044	0.403509072234687	0.68657376207191	0.865552392355613	57548.3702877186	0.00337128106688026	100	Bacteria	Gemmatimonadetes	Gemmatimonadetes	Gemmatimonadales	Gemmatimonadaceae	Gemmatimonas
Otu3347	1.30121601975534	0.340055793182245	1.19449116749367	0.284686737278908	0.775884152497454	NA	57548.3702877186	0.00226108230910761	100	Bacteria	Planctomycetes	Phycisphaerae	Phycisphaerales	Phycisphaeraceae	SM1A02
Otu1510	9.28996337644366	0.339145542729495	0.470410036237118	0.720957285355501	0.47093579571685	0.730492893599355	57548.3702877186	0.0161428782952455	100	Bacteria	Proteobacteria	Gammaproteobacteria	Gammaproteobacteria Incertae Sedis	Unknown Family	NA
Otu202	38.1987218956386	0.338263286737552	0.598507952858399	0.565177597260067	0.571952972866532	0.801828096696129	57548.3702877186	0.0663767222332455	100	Bacteria	Chloroflexi	AD3	Ambiguous_taxa	Ambiguous_taxa	Ambiguous_taxa
Otu106	119.855172888157	0.336836534939294	0.448885752638631	0.750383662121838	0.453023667948655	0.714185608790131	57548.3702877186	0.208268578743289	100	Bacteria	Verrucomicrobia	Verrucomicrobiae	S-BQ2-57 soil group	NA	NA
Otu281	30.6637949923352	0.336815017284338	0.642288318676229	0.524398478830383	0.600001414329234	0.818499039200574	57548.3702877186	0.0532835158302982	100	Bacteria	Proteobacteria	Deltaproteobacteria	Myxococcales	Haliangiaceae	Haliangium
Otu951	9.22041890748029	0.336242691433457	0.785933713168716	0.427825764182832	0.668777977783672	0.857375341128465	57548.3702877186	0.0160220330504268	100	Bacteria	Planctomycetes	Planctomycetacia	Gemmatales	Gemmataceae	uncultured
Otu3847	2.82282282324911	0.335608307115055	0.873705904188808	0.384120452323887	0.700889173386932	0.875184364652465	57548.3702877186	0.00490513077805007	100	Bacteria	Proteobacteria	Deltaproteobacteria	Myxococcales	Blfdi19	uncultured bacterium
Otu1170	17.7309087199407	0.334855051421604	0.489047758992724	0.684708283115936	0.493528021104579	0.743798186647887	57548.3702877186	0.0308104445552381	100	Bacteria	Proteobacteria	Gammaproteobacteria	Coxiellales	Coxiellaceae	Coxiella
Otu2806	2.12196562399944	0.333432618311595	1.0257894051526	0.325049777894706	0.745143398113089	0.899508142990737	57548.3702877186	0.00368727318148276	100	Bacteria	Proteobacteria	Gammaproteobacteria	Diplorickettsiales	Diplorickettsiaceae	uncultured
Otu2299	1.74850371363289	0.333176788467363	0.923456720231905	0.360793073641495	0.718254140991039	0.886084564944512	57548.3702877186	0.00303832012078027	100	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	NA
Otu4043	2.29740432627821	0.333086707067714	0.892706763336273	0.373119954667851	0.709059167693731	0.881702599179779	57548.3702877186	0.00399212751775961	100	Bacteria	Proteobacteria	Deltaproteobacteria	Oligoflexales	Oligoflexaceae	Silvanigrella
Otu4213	0.673239892773365	0.331272857501803	1.41293026786219	0.234458037340392	0.814629406673065	NA	57548.3702877186	0.00116986786838174	100	Bacteria	Firmicutes	Bacilli	Bacillales	Paenibacillaceae	Paenibacillus
Otu1815	1.44833728249117	0.330700284023713	1.14133778766177	0.28974794981704	0.772009070382672	NA	57548.3702877186	0.00251673031790487	100	Bacteria	Dependentiae	Babeliae	Babeliales	Vermiphilaceae	NA
Otu2188	2.74171615855521	0.328026101787911	0.917140226316288	0.357661884601262	0.720596360336581	0.886182253344826	57548.3702877186	0.00476419426796578	100	Bacteria	Actinobacteria	Actinobacteria	Propionibacteriales	Nocardioidaceae	Nocardioides
Otu933	7.99994492137879	0.327509655172118	0.572959039347167	0.571610940190916	0.56758558208021	0.798272928313049	57548.3702877186	0.0139012536434695	100	Bacteria	Armatimonadetes	Fimbriimonadia	Fimbriimonadales	Fimbriimonadaceae	uncultured Armatimonadetes bacterium
Otu1104	8.40358028799804	0.327294810125134	0.564520541874388	0.579774845815905	0.562066462660586	0.795726965734243	57548.3702877186	0.0146026381737372	100	Bacteria	Planctomycetes	Pla4 lineage	NA	NA	NA
Otu1136	17.0730286107186	0.327002698145793	0.366283085032518	0.892759484421079	0.371985987554012	0.652862153615794	57548.3702877186	0.0296672669014958	100	Bacteria	Proteobacteria	Gammaproteobacteria	Diplorickettsiales	Diplorickettsiaceae	uncultured
Otu8067	4.10290616855326	0.324125655896269	0.694494169168387	0.466707526550423	0.64070914410265	0.842459425506974	57548.3702877186	0.00712949150087202	100	Bacteria	Planctomycetes	Planctomycetacia	Pirellulales	Pirellulaceae	uncultured
Otu291	113.373794306256	0.323996426899071	0.282616646082501	1.14641664385363	0.251622799235458	0.531175879126563	57548.3702877186	0.197006090249703	100	Bacteria	Elusimicrobia	Lineage IIa	NA	NA	NA
Otu619	47.3210391018824	0.323455633823087	0.40881444297037	0.791204027609489	0.428824941582869	0.695679276356296	57548.3702877186	0.0822282870310597	100	Bacteria	Elusimicrobia	Lineage IIa	NA	NA	NA
Otu4628	0.75576802272858	0.32320666312505	1.28839652003728	0.250859621318829	0.801922643829851	NA	57548.3702877186	0.00131327441411467	100	Bacteria	Firmicutes	Bacilli	Bacillales	Paenibacillaceae	Paenibacillus
Otu4826	3.11713977281298	0.322443697512749	0.747786402593846	0.431197593850715	0.666324703327332	0.856988423924283	57548.3702877186	0.00541655612005786	100	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	SM2D12	NA
Otu1594	3.22533595685397	0.321671466665913	0.773191289639322	0.416030898144192	0.677387393711804	0.860961471522327	57548.3702877186	0.0056045652391694	100	Bacteria	Proteobacteria	Deltaproteobacteria	Myxococcales	Blfdi19	uncultured delta proteobacterium
Otu514	7.02452954958503	0.321220390464763	0.514059114957366	0.624870527762948	0.532056037004793	0.773397676911999	57548.3702877186	0.0122063049126591	100	Bacteria	NA	NA	NA	NA	NA
Otu1462	3.80986279660465	0.319412301642977	0.979116701482149	0.326224954757143	0.744254162096982	0.899354747848887	57548.3702877186	0.0066202792147838	100	Bacteria	Proteobacteria	Gammaproteobacteria	NA	NA	NA
Otu159	92.7947782266434	0.319025186322628	0.327964848625136	0.97274201079785	0.330681540030823	0.618165175609158	57548.3702877186	0.161246578769663	100	Bacteria	Proteobacteria	Alphaproteobacteria	Micropepsales	Micropepsaceae	uncultured
Otu344	33.2874390684951	0.317355287012174	0.339996004444951	0.933408872055016	0.35060890134078	0.633099257486559	57548.3702877186	0.0578425399400041	100	Bacteria	Proteobacteria	Deltaproteobacteria	Myxococcales	Polyangiaceae	Pajaroellobacter
Otu675	6.85462072188285	0.31668332818219	0.740328418096183	0.427760599811322	0.668825425007417	0.857375341128465	57548.3702877186	0.0119110596661774	100	Bacteria	Proteobacteria	Alphaproteobacteria	NA	NA	NA
Otu439	24.989942313898	0.316114649073049	0.432752476772929	0.730474499950508	0.465100194457824	0.72451251413892	57548.3702877186	0.0434242397985527	100	Bacteria	Planctomycetes	Planctomycetacia	Gemmatales	Gemmataceae	uncultured
Otu1791	4.40125768360382	0.315300816924168	0.876424763879444	0.35975799625801	0.719028116977236	0.886112979669074	57548.3702877186	0.00764792758091898	100	Bacteria	Actinobacteria	Actinobacteria	NA	NA	NA
Otu110	62.9508814649081	0.313808451583752	0.322954789556449	0.971679200097143	0.331210167621386	0.618398730685499	57548.3702877186	0.109387774406432	100	Bacteria	Acidobacteria	Acidobacteriia	Solibacterales	Solibacteraceae (Subgroup 3)	Bryobacter
Otu946	3.17403975155523	0.313490537382198	0.742904262196614	0.421979726506443	0.673039815348092	0.858580521200809	57548.3702877186	0.00551542943038405	100	Bacteria	Proteobacteria	Deltaproteobacteria	Bdellovibrionales	Bdellovibrionaceae	Bdellovibrio
Otu1415	5.11578310147554	0.313346314505803	0.865323856822522	0.36211449856059	0.717266469560869	0.885792186375537	57548.3702877186	0.00888953601274665	100	Bacteria	Planctomycetes	Planctomycetacia	Isosphaerales	Isosphaeraceae	Singulisphaera
Otu548	9.37900471326597	0.311677238901813	0.709943442068239	0.439016998303162	0.660649219604875	0.856707963149694	57548.3702877186	0.016297602636486	100	Bacteria	Dependentiae	Babeliae	Babeliales	Vermiphilaceae	NA
Otu2311	1.62245649875949	0.311166328097054	1.04163559599731	0.298728585402392	0.765147144409568	0.908005870544585	57548.3702877186	0.0028192918246822	100	Bacteria	NA	NA	NA	NA	NA
Otu3106	3.84358022227562	0.310927551043524	0.639945971634606	0.485865314925454	0.627062661777891	0.834668856060813	57548.3702877186	0.006678868928971	100	Bacteria	Proteobacteria	Alphaproteobacteria	Azospirillales	Inquilinaceae	Inquilinus
Otu1132	6.38291352539936	0.310086398606954	0.834566555021837	0.371553828440729	0.710225071257993	0.881702599179779	57548.3702877186	0.0110913888499142	100	Bacteria	NA	NA	NA	NA	NA
Otu3439	16.363211507408	0.309717611815479	0.430160522131789	0.720004732839221	0.471522081542428	0.730657985843814	57548.3702877186	0.0284338399603646	100	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Devosiaceae	NA
Otu3059	0.861455037873314	0.309334309051149	1.34031072320978	0.230792982324542	0.817475633368105	NA	57548.3702877186	0.00149692342905001	100	Bacteria	WPS-2	NA	NA	NA	NA
Otu55	189.427766729152	0.30828371378578	0.322959668574231	0.954557933338114	0.339801299008194	0.627980474282958	57548.3702877186	0.329162695280664	100	Bacteria	Actinobacteria	Thermoleophilia	Solirubrobacterales	Solirubrobacteraceae	uncultured
Otu3674	1.63264489217979	0.307400374996004	0.892776178321387	0.344319642997177	0.730605913450412	0.891996873121041	57548.3702877186	0.00283699587671592	100	Bacteria	Verrucomicrobia	Verrucomicrobiae	Opitutales	Opitutaceae	NA
Otu3442	1.41391198311188	0.307257044501118	0.981951609008036	0.312904466658502	0.754353243964897	NA	57548.3702877186	0.00245691055375312	100	Bacteria	Elusimicrobia	Lineage IIa	NA	NA	NA
Otu4669	1.21089270838819	0.306426222132602	1.15574306450839	0.265133515867512	0.790906609020828	NA	57548.3702877186	0.00210413032086612	100	Bacteria	Proteobacteria	Deltaproteobacteria	Myxococcales	KD3-10	NA
